patent_id,founding_year,founding_score,VC_backed_assignee,VC_score,initassignee_id,initassignee_organization,same_as20220630pv,assignee_organization_20220630pv,assignee_id_20220630pv,initassignee_idxwalk20220630pv,Found in OC,company_number,gvkey,CUSIP,first_year_publicly_listed,UO_DISCERN,SUB_DISCERN,univ_hospital_gov,is_US_assignee,cpc_sections,grant_year,patent_abstract,topK_topics,topK_scores,super_topics,main_super_topic,top5_similarities,sim1,sim2,sim3,sim4,sim5,sim_mean,sim_variance,sim_std,sim_min,sim_max,topK_1,topK_2,topK_3,topK_4,topK_5,topK_mean,topK_variance,topK_std
10023637,,,0.0,,OR0005473,HOWARD HUGHES MEDICAL INSTITUTE,0,"BOARD OF REGENTS, THE UNIVERSITY OF TEXAS SYSTEM",fb931bfd-910f-44e8-9295-12b342809eb4,9c4a82e1-fa6e-41f6-a841-855ab5ec542d,0.0,,,,,0.0,0.0,1.0,1.0,C  A,2018.0,"Agonists to ICOS in combination with a blocking agent to a T cell inhibitory receptor (e.g., CTLA-4, PD-1, etc.) are demonstrated herein to be useful for the treatment of tumors.","[1303, 1963, 220, 138, 90]","[0.6009963750839233, 0.5785647034645081, 0.5711347460746765, 0.5649083852767944, 0.5611714124679565]","[50, 100, 64, 100, 64]",50,"[0.5582045, 0.57291067, 0.6101363, 0.57291067, 0.6101363]",0.5582045,0.57291067,0.6101363,0.57291067,0.6101363,0.5848597,0.0005684675,0.023842556,0.5582045,0.6101363,0.6009963750839233,0.5785647034645081,0.5711347460746765,0.5649083852767944,0.5611714124679565,0.5753551244735717,0.0002489746925238,0.0157789319196158
11097005,,,0.0,,OR0001777,BRIGHAM AND WOMENS HOSPITAL INC,1,"THE BRIGHAM AND WOMENS HOSPITAL, INC.",2f3422c9-c75c-4b28-8f4f-075410ecbc0f,2f3422c9-c75c-4b28-8f4f-075410ecbc0f,0.0,,,,,0.0,0.0,1.0,1.0,A  C,2021.0,Provided herein are methods and pharmaceutical compositions for the treatment of obesity-associated conditions using cadherin-11 antagonists.,"[2548, 2935, 1176, 776, 2127]","[0.7207565307617188, 0.5785993337631226, 0.5694094896316528, 0.5654534101486206, 0.54557865858078]","[163, 7, 7, 7, 40]",163,"[0.40902403, 0.5825955, 0.5825955, 0.5825955, 0.55366796]",0.40902403,0.5825955,0.5825955,0.5825955,0.55366796,0.5420958,0.005690674,0.075436555,0.40902403,0.5825955,0.7207565307617188,0.5785993337631226,0.5694094896316528,0.5654534101486206,0.54557865858078,0.595959484577179,0.0050123570023501,0.0707980014008174
9156825,2009.0,10.0,1.0,10.0,OR0081584,ANNOVATION BIOPHARMA INC,1,"ANNOVATION BIOPHARMA, INC.",03f39a1f-33f9-411f-ac14-63909a80c5aa,03f39a1f-33f9-411f-ac14-63909a80c5aa,1.0,4736325,,,,0.0,0.0,0.0,1.0,A  C,2015.0,"Provided herein are compounds according to formula (I): Provided herein is also a pharmaceutical composition comprising a compound according to formula (I) and a pharmaceutically acceptable carrier, and a method for providing anesthesia in a subject by administering such a pharmaceutical composition.","[1460, 322, 2710, 243, 2315]","[0.9306093454360962, 0.8312926888465881, 0.7643080949783325, 0.7431265115737915, 0.7379811406135559]","[165, 165, 165, 112, 79]",165,"[0.8011472, 0.8011472, 0.8011472, 0.6875977, 0.75620896]",0.8011472,0.8011472,0.8011472,0.6875977,0.75620896,0.76944965,0.0024723168,0.0497224,0.6875977,0.8011472,0.9306093454360962,0.8312926888465881,0.7643080949783325,0.7431265115737915,0.7379811406135559,0.8014635562896728,0.0065955420487167,0.0812129426182597
6106643,1977.0,9.0,0.0,,OR0005749,INCO ALLOYS INTERNATIONAL INC,1,"INCO ALLOYS INTERNATIONAL, INC.",235b563d-8f02-43ad-9309-267fae78ab9c,235b563d-8f02-43ad-9309-267fae78ab9c,1.0,H855543,,,,0.0,0.0,0.0,1.0,C  B,2000.0," Hot working a nickel-chromium alloy that contains by weight percent, 42 to 65 chromium, 0.002 to 0.1 calcium, 0.002 to 0.1 magnesium, 0 to 2 aluminum, about 0 to 5 cobalt, 0 to 3 copper, 0 to 5 iron, 0 to 5 manganese, 0 to 3 molybdenum, 0 to 3 niobium, 0 to 2 silicon, 0 to 3 tantalum, 0 to 5 titanium, 0 to 5 tungsten, 0 to 5 vanadium, 0 to 1 zinc, 0 to 0.2 carbon 0 to 0.1 silver, 0 to 0.1 cerium, 0 to 0.1 phosphorus, 0 to 0.1 sulfur, less than 0.005 total boron, rare earths and zirconium and balance nickel and incidental impurities, at a temperature of at least 800.degree. C. improves formability for .alpha.-phase chromium alloys. ","[43, 591, 74, 1657, 317]","[0.6722226142883301, 0.6262322068214417, 0.5542140603065491, 0.551971971988678, 0.5504274964332581]","[53, 53, 53, 53, 53]",53,"[0.6231004, 0.6231004, 0.6231004, 0.6231004, 0.6231004]",0.6231004,0.6231004,0.6231004,0.6231004,0.6231004,0.6231004,0.0,0.0,0.6231004,0.6231004,0.6722226142883301,0.6262322068214417,0.5542140603065491,0.551971971988678,0.5504274964332581,0.5910136699676514,0.0030902352275639,0.0555898842197382
7179364,1879.0,10.0,0.0,,OR0000075,CHEVRON USA INC,1,CHEVRON U.S.A. INC.,aa68ae50-5530-4928-9a73-f9ce84ef1d64,aa68ae50-5530-4928-9a73-f9ce84ef1d64,1.0,C0484301,2991.0,166764100,1950.0,1.0,0.0,0.0,1.0,C  Y,2007.0,"The present invention relates to a stable, low sulfur, olefinic distillate fuel blend component derived from a Fischer-Tropsch process and a process for producing this stable, low sulfur, olefinic distillate fuel blend component. The stable, low sulfur, olefinic distillate fuel comprises olefins in an amount of 2 to 80 weight percent, non-olefins in an amount of 20 to 98 weight percent wherein the non-olefins are predominantly paraffins, oxygenates in an amount of less than 1 weight percent, and sulfur in an amount of less than 10 ppm by weight. A distillate fuel comprising the above blend component forms less than 5 ppm peroxides after storage at 60° C. for four weeks.","[27, 1570, 2010, 50, 927]","[0.6317801475524902, 0.5915258526802063, 0.5732132792472839, 0.5694844722747803, 0.5612983703613281]","[92, 135, 135, 135, 96]",92,"[0.5267099, 0.6256858, 0.6256858, 0.6256858, 0.546006]",0.5267099,0.6256858,0.6256858,0.6256858,0.546006,0.5899547,0.0024403816,0.049400218,0.5267099,0.6256858,0.6317801475524902,0.5915258526802063,0.5732132792472839,0.5694844722747803,0.5612983703613281,0.5854604244232178,0.000792833659803,0.0281573020689677
9828331,2009.0,10.0,1.0,9.0,OR0106286,KINDEX PHARMACEUTICALS INC,1,"KINDEX PHARMACEUTICALS, INC.",1fed4610-2d3d-464b-b29c-b25788bb7bcc,1fed4610-2d3d-464b-b29c-b25788bb7bcc,1.0,4711537,,,,0.0,0.0,0.0,1.0,C  A,2017.0,"The present application provides novel tetrahydro-isohumulone (THIAA) derivatives and substantially enantiomerically pure compositions and pharmaceutical formulations thereof. The application further provides methods of using the disclosed compounds and compositions to activate PPARγ, inhibit inflammation, and treat conditions associated with inflammation and conditions responsive to PPARγ modulation such as diabetes.","[523, 489, 1095, 2569, 271]","[0.7204551100730896, 0.6260756850242615, 0.6213992834091187, 0.604424774646759, 0.6034408211708069]","[7, 169, 169, 119, 169]",7,"[0.6229015, 0.6411131, 0.6411131, 0.5920198, 0.6411131]",0.6229015,0.6411131,0.6411131,0.5920198,0.6411131,0.6276521,0.00045895626,0.021423265,0.5920198,0.6411131,0.7204551100730896,0.6260756850242615,0.6213992834091187,0.604424774646759,0.6034408211708069,0.6351591348648071,0.002374474570356,0.0487285806314528
10907302,1917.0,8.0,0.0,,OR0009435,CERTAINTEED CORPORATION,1,CERTAINTEED CORPORATION,61296461-2ff8-463f-9a74-775cb812a894,61296461-2ff8-463f-9a74-775cb812a894,1.0,61698,,,,0.0,0.0,0.0,1.0,D  B  C  Y,2021.0,"A method of forming a roofing-grade asphalt mixture can include mixing a bio-asphalt including a partially oxidized bio-source material, a bitumen source material different from the bio-asphalt, and particles to form the roofing-grade asphalt mixture. In an embodiment, the bitumen source material can have a softening point of at least approximately 102° C. and a penetration distance no greater than approximately 20 dmm. In another embodiment, the roofing-grade asphalt mixture can have a softening point of at least approximately 104° C., a penetration distance no greater than approximately 12 dmm, a viscosity of at least approximately 3000 cps at a temperature of 177° C., or any combination thereof. The roofing-grade asphalt mixture can be applied to a base material to form a roofing product.","[2205, 99, 1074, 559, 1838]","[0.7023667693138123, 0.6897335648536682, 0.6433740854263306, 0.5744194984436035, 0.5629574060440063]","[90, 90, 58, 96, 136]",90,"[0.5511919, 0.5511919, 0.5166678, 0.4011634, 0.46059692]",0.5511919,0.5511919,0.5166678,0.4011634,0.46059692,0.4961624,0.0041916706,0.06474311,0.4011634,0.5511919,0.7023667693138123,0.6897335648536682,0.6433740854263306,0.5744194984436035,0.5629574060440063,0.6345702648162842,0.0041158447967976,0.0641548501424301
9334459,1975.0,8.0,0.0,,OR0074738,MIDWEST INDUSTRIAL SUPPLY INC,1,"MIDWEST INDUSTRIAL SUPPLY, INC.",2b1b4f17-d430-4237-8e98-c56cb51b07ef,2b1b4f17-d430-4237-8e98-c56cb51b07ef,1.0,470305,,,,0.0,0.0,0.0,1.0,C,2016.0,"A composition for inhibiting oxidation includes an anionic, hydrophilic, water soluble polymer, an anionic surfactant, and water.","[92, 61, 4, 1040, 769]","[0.6288480162620544, 0.6171151399612427, 0.6086196303367615, 0.6043533682823181, 0.597495973110199]","[34, 49, 34, 110, 34]",34,"[0.6346133, 0.6270636, 0.6346133, 0.56632555, 0.6346133]",0.6346133,0.6270636,0.6346133,0.56632555,0.6346133,0.61944574,0.00089248724,0.029874524,0.56632555,0.6346133,0.6288480162620544,0.6171151399612427,0.6086196303367615,0.6043533682823181,0.597495973110199,0.6112864255905152,0.0001469347595765,0.0121216648846834
9635861,2012.0,10.0,1.0,10.0,OR0015503,AGBIOME INC,1,"AGBIOME, INC.",171cac77-f7af-426a-86e7-eec2f5f5a92b,171cac77-f7af-426a-86e7-eec2f5f5a92b,1.0,5256246,,,,0.0,0.0,0.0,1.0,C  A,2017.0,"Methods for improving the ability of a population of biological agents to compete and survive in a field setting are provided. The improved, modified population of agents is able to grow, compete with other microbial strains and fungi, and provide protection for plants from pathogens. Modified biological agents and modified populations of such agents that are herbicide tolerant or resistant are selected or engineered. In this manner, the protection from disease-causing agents is enhanced. Such modified populations can be added to soils to prevent fungal pathogens and the associated diseases thereby promoting plant growth. The present invention is useful for enhancing the competitiveness of modified biological agents particularly over other microbial agents which are not herbicide resistant. Disclosed compositions include selected or engineered herbicide resistant biological agents and modified populations of biocontrol agents. These modified biological agents can be used as an inoculant or seed coating for plants and seeds.","[2957, 508, 450, 199, 1334]","[0.9473687410354614, 0.6885613203048706, 0.6693254113197327, 0.656882107257843, 0.6444922089576721]","[86, 12, 66, 12, 57]",86,"[0.6800132, 0.6164095, 0.61152637, 0.6164095, 0.57861924]",0.6800132,0.6164095,0.61152637,0.6164095,0.57861924,0.6205956,0.0013524404,0.03677554,0.57861924,0.6800132,0.9473687410354614,0.6885613203048706,0.6693254113197327,0.656882107257843,0.6444922089576721,0.721325957775116,0.0162323382477833,0.1274061939145162
6074445,1998.0,7.0,0.0,,OR0205880,PURE ENERGY CORPORATION,1,PURE ENERGY CORPORATION,540be5e6-90fe-47e0-9cbd-fd35d6e11dbd,540be5e6-90fe-47e0-9cbd-fd35d6e11dbd,1.0,601909141,,,,0.0,0.0,0.0,1.0,C,2000.0," A polymeric fuel additive, a method of making the additive, and a fuel containing the additive are disclosed. The additive is prepared by isothermally mixing an ethoxylated alcohol and an amide, wherein the ethoxylated alcohol comprises at least about 75 weight percent of at least one linear, straight-chain alcohol having a hydrocarbon chain length of about nine to about fifteen carbon atoms, and wherein the amide is formed by reacting an alcohol amine with an equimolar amount of an alkyl ester of a fatty acid or derivative. The alcohol/amide product is isothermally mixed with a substantially equimolar amount of an ethoxylated fatty acid having a hydrocarbon chain length of about nine to about fifteen carbon atoms to produce the polymeric additive. The inventive method is carried out with gentle mixing so as to avoid molecular degradation of the additive. ","[50, 602, 89, 114, 245]","[0.6629603505134583, 0.6222823262214661, 0.5998757481575012, 0.5988622307777405, 0.5956249833106995]","[135, 92, 92, 150, 38]",135,"[0.5527931, 0.5897575, 0.5897575, 0.5935519, 0.5273062]",0.5527931,0.5897575,0.5897575,0.5935519,0.5273062,0.57063323,0.00086306053,0.029377893,0.5273062,0.5935519,0.6629603505134583,0.6222823262214661,0.5998757481575012,0.5988622307777405,0.5956249833106995,0.6159211277961731,0.0008033867438655,0.0283440777564825
7148391,1870.0,10.0,0.0,,OR0000894,EXXONMOBIL CHEMICAL PATENTS INC,1,EXXONMOBIL CHEMICAL PATENTS INC.,d934922d-3258-48d5-97ad-0436122de40a,d934922d-3258-48d5-97ad-0436122de40a,1.0,939188,4503.0,30231G102,1950.0,1.0,0.0,0.0,1.0,B  C  Y,2006.0,"In a process for converting C9+ aromatic hydrocarbons to lighter aromatic products a feed comprising C9+ aromatic hydrocarbons is contacted under transalkylation reaction conditions with a catalyst composition comprising (i) a first molecular sieve selected from the group consisting of ZSM-12, mordenite and a porous crystalline inorganic oxide material having an X-ray diffraction pattern including d-spacing maxima at 12.4±0.25, 6.9±0.15, 3.57±0.07 and 3.42±0.07; and (ii) a second molecular sieve having a constraint index ranging from 3 to 12. At least the first molecular sieve has a hydrogenation component associated therewith and the first and second molecular sieves are contained in the same catalyst bed. The C9+ aromatic hydrocarbons are converted under the transalkylation reaction conditions to a reaction product containing xylene.","[150, 211, 1068, 86, 42]","[0.7218687534332275, 0.7181805968284607, 0.7028670310974121, 0.6967883110046387, 0.6905501484870911]","[1, 92, 5, 92, 92]",1,"[0.6073902, 0.6812847, 0.67210853, 0.6812847, 0.6812847]",0.6073902,0.6812847,0.67210853,0.6812847,0.6812847,0.6646706,0.0010411129,0.03226628,0.6073902,0.6812847,0.7218687534332275,0.7181805968284607,0.7028670310974121,0.6967883110046387,0.6905501484870911,0.706050968170166,0.0001833849764782,0.0135419709229584
6197182,1944.0,8.0,0.0,,OR0030866,TECHNIC INC,1,"TECHNIC, INC.",b367ee17-a0b3-4d32-b6d4-dff44d591237,b367ee17-a0b3-4d32-b6d4-dff44d591237,1.0,000009302,,,,0.0,0.0,0.0,1.0,H  C  Y,2001.0," A plating apparatus and methodology is disclosed that is particularly useful in improving the plating rate, improving the plating of via holes, improving the uniformity of the plating deposition across the surface of the wafer, and minimizing damage to the wafer. With regard to improving the plating rate and the plating of via holes, the plating apparatus and method immerses a wafer in a plating fluid bath and continuously directs plating fluid towards the surface of the wafer. Immersing the wafer in a plating fluid bath reduces the occurrence of trapped gas pockets within via holes which makes it easier to plate them. The continuous directing of plating fluid towards the surface of the wafer increases the ion concentration gradient which is, in turn, increases the plating rate. With regard to improving the uniformity of the plating deposition, the plating apparatus and method effectuate random horizontal fluid flow within the bath to reduce the occurrence of relatively long horizontal fluid flow that causes non-uniform plating deposition across the surface of the wafer. In addition, the plating apparatus and method configure the electrostatic field between the anode and cathode in a manner that improves the uniformity of the current distribution across the surface of the wafer to provide a more uniform plating of the wafer. Also, a secondary cathode is provide between the anode and cathode to alter the electrostatic field in order to improve the uniformity of the plating deposition across the surface of the wafer. With regard to minimizing damage to the wafer, the plating apparatus and method provides a conductive liquid to effectuate the cathode contact to the surface of the wafer. ","[10, 157, 176, 839, 1412]","[0.7203226685523987, 0.6197855472564697, 0.5996659994125366, 0.5923755764961243, 0.5860428810119629]","[126, 30, 16, 30, 126]",126,"[0.5734392, 0.62907976, 0.5509501, 0.62907976, 0.5734392]",0.5734392,0.62907976,0.5509501,0.62907976,0.5734392,0.5911976,0.0012801748,0.035779532,0.5509501,0.62907976,0.7203226685523987,0.6197855472564697,0.5996659994125366,0.5923755764961243,0.5860428810119629,0.6236385345458985,0.0030820388577563,0.0555161134965005
6171703,1943.0,7.0,0.0,,OR0000006,DOW CORNING CORPORATION,1,DOW CORNING CORPORATION,b62d0e10-d933-42f6-9e0a-da09e24f34bf,b62d0e10-d933-42f6-9e0a-da09e24f34bf,1.0,800170430,4060.0,26078J100,,0.0,1.0,0.0,1.0,H  C,2001.0," The present invention relates to a method of forming a ceramic or ceramic-like coating on a substrate in the absence of oxygen. The method comprises coating the substrate with a solution comprising a solven and one or more preceramic materials selected from the group consisting of hydrogen silsesquioxane and hydrolyzed or partially hydrolyzed R.sub.x Si(OR).sub.4-x wherein R is independently selected from the group consisting of alkyl, aryl and unsaturated hydrocarbons and x is 0-2. The solvent is evaporated and a preceramic coating thereby deposited on the substrate. The preceramic coating is then ceramified by heating the coated substrate to a temperature of between about 500 up to about 1000.degree. C. under an inert gas atmosphere to thereby produce a ceramic or ceramic-like coating on the substrate. The process of the invention is useful for forming protective coatings on any substrate prone to oxidation at the temperature necessary for ceramification. The present invention also relates to the formation of additional ceramic coatings on the ceramic or ceramic-like coating formed above. ","[11, 443, 706, 414, 528]","[0.7295689582824707, 0.6714375019073486, 0.604971706867218, 0.5870457887649536, 0.5846961140632629]","[71, 71, 71, 71, 71]",71,"[0.7041768, 0.7041768, 0.7041768, 0.7041768, 0.7041768]",0.7041768,0.7041768,0.7041768,0.7041768,0.7041768,0.7041768,0.0,0.0,0.7041768,0.7041768,0.7295689582824707,0.6714375019073486,0.604971706867218,0.5870457887649536,0.5846961140632629,0.6355440139770507,0.0040003213409558,0.0632480935756635
6281272,1883.0,10.0,0.0,,OR0000406,PPG INDUSTRIES OHIO INC,1,"PPG INDUSTRIES OHIO, INC.",e639399b-ab2e-452d-8c77-3d8e6b6fce86,e639399b-ab2e-452d-8c77-3d8e6b6fce86,0.0,,8247.0,693506107,1950.0,1.0,0.0,0.0,1.0,B  C  Y,2001.0," A waterborne coating composition having a crosslinking agent and a dispersion of polymeric microparticles in an aqueous medium wherein the microparticles are prepared by first forming a mixture in the aqueous medium of ethylenically unsaturated monomers and a substantially hydrophobic, saturated fatty acid-containing polyester. The amount of fatty acid used to prepare the polyester ranges from about 20 to 80 weight percent of the total weight of the fatty acid-containing polyester. The fatty acid-containing polyester contains functional groups which are capable of reacting with the crosslinking agent. The mixture is particularized into microparticles by high stress techniques, followed by polymerization of polymerizable species within the microparticles to produce the polymeric microparticles. The amount of the fatty acid-containing polyester in the dispersion is at least 10 and up to 70 weight percent based on weight of the ethylenically unsaturated monomers and fatty acid-containing polyester. The amount of the polymeric microparticles in the coating composition is from 20 to 80 weight percent based on total weight of resin solids in the coating composition. ","[6, 114, 668, 441, 5]","[0.6427297592163086, 0.6396384239196777, 0.6370826959609985, 0.6327431797981262, 0.6168138980865479]","[19, 150, 91, 19, 77]",19,"[0.6049737, 0.6050505, 0.5586822, 0.6049737, 0.56048304]",0.6049737,0.6050505,0.5586822,0.6049737,0.56048304,0.58683264,0.0006192083,0.024883896,0.5586822,0.6050505,0.6427297592163086,0.6396384239196777,0.6370826959609985,0.6327431797981262,0.6168138980865479,0.6338015913963317,0.0001035621001975,0.0101765465752143
10736880,,,0.0,,OR0000488,BOARD OF REGENTS OF UNIVERSITY OF TEXAS SYSTEM,0,THE METHODIST HOSPITAL,4eb10076-648d-4b68-b848-c18d22dc7c00,769dc3dc-e9b9-4f10-ac08-f033e4367083,0.0,,,,,0.0,0.0,1.0,1.0,A  C,2020.0,"Methods and compositions are provided for treating and preventing preterm labor using liposome encapsulated tocolytic agents, such as indomethacin. In certain aspects, targeted liposomes are provided that allow delivery of tocolytic agents directly to the uterus, such as by targeting to the oxytocin receptor.","[340, 1386, 2274, 1796, 1444]","[0.5356823205947876, 0.5008956789970398, 0.49724745750427246, 0.496896892786026, 0.4833745062351227]","[18, 76, 51, 3, 18]",18,"[0.5306034, 0.42995653, 0.35788321, 0.4815296, 0.5306034]",0.5306034,0.42995653,0.35788321,0.4815296,0.5306034,0.46611524,0.0053941687,0.07344501,0.35788321,0.5306034,0.5356823205947876,0.5008956789970398,0.4972474575042724,0.496896892786026,0.4833745062351227,0.5028193712234497,0.0003819746952287,0.0195441729226068
9688921,,,0.0,,OR0000280,BOARD OF REGENTS UNIVERSITY OF TEXAS SYSTEM,1,"BOARD OF REGENTS, THE UNIVERSITY OF TEXAS SYSTEM",fb931bfd-910f-44e8-9295-12b342809eb4,a807f583-84ce-4358-8d46-ec62bfa865e0,0.0,,,,,0.0,0.0,1.0,1.0,C  B,2017.0,"The present invention includes methods and systems for improving oil quality of a contaminated oil mixture by removing contaminants from a contaminated oil comprising the steps of: pretreating a membrane contactor system having a first and a second surface with an hydrophobic liquid, wherein the hydrophobic liquid is contacted to at least one of the first and second surfaces; obtaining a contaminated oil that comprises oil and lipophobic contaminants; contacting the contaminated oil onto a first surface of one or more membrane contactors to coalesce the oil on the first surface; and collecting the coalesced oil from the contaminated oil on the second surface of the membrane contactor.","[780, 314, 1734, 182, 1264]","[0.6922357082366943, 0.6686946153640747, 0.6311095952987671, 0.6308702826499939, 0.6265817284584045]","[96, 96, 96, 96, 96]",96,"[0.67595184, 0.67595184, 0.67595184, 0.67595184, 0.67595184]",0.67595184,0.67595184,0.67595184,0.67595184,0.67595184,0.67595184,0.0,0.0,0.67595184,0.67595184,0.6922357082366943,0.6686946153640747,0.6311095952987671,0.6308702826499939,0.6265817284584045,0.6498983860015869,0.0008511252461264,0.0291740509036107
10376571,,,0.0,,OR0000907,TEXAS A AND M UNIVERSITY SYSTEM,1,THE TEXAS A&M UNIVERSITY SYSTEM,35a5f635-38b3-4d14-8b40-b9083181503f,35a5f635-38b3-4d14-8b40-b9083181503f,0.0,,,,,0.0,0.0,1.0,1.0,A  C  Y,2019.0,Vaccine vectors capable of eliciting an immune response to enteric bacteria and methods of using the same are provided. The vaccine vectors include a polynucleotide encoding a PAL polypeptide. The PAL polypeptide may be expressed on the surface of the vaccine vector. The vaccine vector may also include a second polypeptide encoding an immunostimulatory polypeptide such as a CD154 polypeptide or an HMGB1 polypeptide.,"[2248, 107, 204, 897, 1740]","[0.9012240171432495, 0.7535973787307739, 0.6896933913230896, 0.6799570918083191, 0.6790099143981934]","[51, 51, 51, 51, 51]",51,"[0.72977376, 0.72977376, 0.72977376, 0.72977376, 0.72977376]",0.72977376,0.72977376,0.72977376,0.72977376,0.72977376,0.72977376,0.0,0.0,0.72977376,0.72977376,0.9012240171432496,0.7535973787307739,0.6896933913230896,0.6799570918083191,0.6790099143981934,0.7406963586807251,0.0090078360193739,0.0949096202677788
10195764,1924.0,8.0,0.0,,OR0103407,HALLIBURTON ENERGY SERVICS INC,1,"HALLIBURTON ENERGY SERVICES, INC.",7328562f-4fdb-40ea-8ed3-f6713e490c0c,7328562f-4fdb-40ea-8ed3-f6713e490c0c,1.0,170416,,,,0.0,0.0,0.0,1.0,B  C,2019.0,"Disclosed is a method of forming a set cement shape. The method comprises providing a set-delayed cement composition comprising water, pumice, hydrated lime, and a set retarder; forming the set-delayed cement composition into a shape; and allowing the shaped set-delayed cement composition to set.","[9, 1863, 1179, 2572, 2969]","[0.6399031281471252, 0.6151891946792603, 0.5660661458969116, 0.4787728488445282, 0.4764077663421631]","[90, 90, 90, 90, 97]",90,"[0.5552735, 0.5552735, 0.5552735, 0.5552735, 0.423429]",0.5552735,0.5552735,0.5552735,0.5552735,0.423429,0.52890456,0.0034765925,0.058962636,0.423429,0.5552735,0.6399031281471252,0.6151891946792603,0.5660661458969116,0.4787728488445282,0.4764077663421631,0.5552678167819977,0.005735174761445,0.0757309366206776
8618303,1928.0,8.0,0.0,,OR0000011,F HOFFMANN LA ROCHE AG,1,HOFFMANN-LA ROCHE INC.,12c8138c-5d64-4264-9b29-a10ccdde36bf,12c8138c-5d64-4264-9b29-a10ccdde36bf,1.0,4672001000,,,,0.0,0.0,0.0,1.0,C  A,2013.0,"The invention provides compounds of formulawherein R1, R2, R3, R4, R5, and R6 are as defined hereinor a pharmaceutically suitable acid addition salt thereof. The present compounds are high potential NK-3 receptor antagonists useful for the treatment of depression, pain, psychosis, Parkinson's disease, schizophrenia, anxiety and attention deficit hyperactivity disorder (ADHD).","[143, 1571, 1221, 121, 93]","[0.8010104894638062, 0.7847685813903809, 0.743267834186554, 0.7155454754829407, 0.6995090246200562]","[129, 122, 72, 129, 129]",129,"[0.71757555, 0.7120229, 0.6734462, 0.71757555, 0.71757555]",0.71757555,0.7120229,0.6734462,0.71757555,0.71757555,0.7076391,0.0003711432,0.019265076,0.6734462,0.71757555,0.8010104894638062,0.7847685813903809,0.743267834186554,0.7155454754829407,0.6995090246200562,0.7488202810287475,0.0018964351285088,0.043548078356098
11028444,,,0.0,,OR0000504,BOARD OF REGENTS OF UNIVERSITY OF NEBRASKA,1,BOARD OF REGENTS OF THE UNIVERSITY OF NEBRASKA,42e89468-d3ff-4b2b-a14a-dfb607f60cc8,3a979df5-37b2-4de4-84b6-3cb6bf0ee4c1,0.0,,,,,0.0,0.0,1.0,1.0,C  A  G,2021.0,The invention provides methods and materials related to a gene expression-based survival predictor for DLBCL patients.,"[451, 2418, 36, 1452, 734]","[0.688167929649353, 0.5695953369140625, 0.5685646533966064, 0.5647423267364502, 0.5367943048477173]","[83, 35, 83, 87, 109]",83,"[0.57933503, 0.5852075, 0.57933503, 0.46008152, 0.47445667]",0.57933503,0.5852075,0.57933503,0.46008152,0.47445667,0.53568316,0.0039319815,0.06270552,0.46008152,0.5852075,0.688167929649353,0.5695953369140625,0.5685646533966064,0.5647423267364502,0.5367943048477173,0.5855729103088378,0.0034708918027391,0.0589142750336377
9637534,1981.0,10.0,1.0,10.0,OR0005501,GENZYME CORPORATION,1,GENZYME CORPORATION,e3aa0eba-5e38-4853-a396-fa39fd2f0030,e3aa0eba-5e38-4853-a396-fa39fd2f0030,0.0,,12233.0,372917104,1986.0,1.0,0.0,0.0,1.0,C  A,2017.0,"The present provides fusion proteins comprising PDGF and VEGF binding portions, and recombinant viral particles encoding the fusion proteins. Compositions comprising the fusion proteins and viral particles as well as methods of using the same are also provided.","[59, 2297, 159, 1957, 2523]","[0.7506266832351685, 0.7250894904136658, 0.6261872053146362, 0.6240335702896118, 0.6103357672691345]","[6, 106, 26, 26, 6]",6,"[0.5945342, 0.59694886, 0.60369945, 0.60369945, 0.5945342]",0.5945342,0.59694886,0.60369945,0.60369945,0.5945342,0.59868324,2.1940366e-05,0.0046840543,0.5945342,0.60369945,0.7506266832351685,0.7250894904136658,0.6261872053146362,0.6240335702896118,0.6103357672691345,0.6672545433044433,0.0042725301617576,0.0653645940992339
9062197,1920.0,10.0,0.0,,OR0001916,EASTMAN CHEMICAL COMPANY,1,EASTMAN CHEMICAL COMPANY,94ba08f4-d330-48b8-99ab-39db6035d117,94ba08f4-d330-48b8-99ab-39db6035d117,1.0,000037291,29392.0,277432100,1992.0,1.0,0.0,0.0,1.0,C,2015.0,"Polyester blends comprising (1) polyesters prepared from terephthalic acid, 100 to 5 mol % of 2,2,4,4-tetramethyl-1,3-cyclobutanediol, and 0 to 95 mol % 1,4-cyclohexanedimethanol and (b) polyesters prepared from terephthalic acid and alkylene glycol. The blends may also contain an impact modifier and a phosphorous stabilizer. These blends can have a combination of thermal stability and toughness—making the materials useful in engineering molding plastics, packaging, films, and fibers.","[106, 1061, 505, 702, 151]","[0.6959253549575806, 0.6846322417259216, 0.6670783162117004, 0.661113977432251, 0.6590301394462585]","[24, 150, 43, 25, 150]",24,"[0.62517947, 0.65200126, 0.63786674, 0.6467956, 0.65200126]",0.62517947,0.65200126,0.63786674,0.6467956,0.65200126,0.64276886,0.00013002659,0.01140292,0.62517947,0.65200126,0.6959253549575806,0.6846322417259216,0.6670783162117004,0.661113977432251,0.6590301394462585,0.6735560059547424,0.0002577090274133,0.0160533182679891
